"gene","SE_Intercept","SE_batch_B_vs_A","SE_batch_C_vs_A","SE_condition_treated_vs_control"
"gene_1424",0.115509395350484,0.142010198410068,0.142603969466555,0.116434813035375
"gene_1425",0.421645696533812,0.515519459178466,0.521706463702796,0.423928752640419
"gene_1426",0.288816002929135,0.353371059562028,0.353571790033164,0.288286441289904
"gene_1427",0.078253071098016,0.0957752880849943,0.0963716210596986,0.0784866372303219
"gene_1428",0.399411516600047,0.485785101120361,0.483442381972784,0.39474103132783
"gene_1429",0.123103902818939,0.150144025182452,0.151072059268534,0.123006323755561
"gene_1430",0.099814663819935,0.121896427243403,0.122212273956324,0.0995963647763582
"gene_1431",0.0871580450133924,0.106570006328996,0.107115252355236,0.0872281833097004
"gene_1432",0.0880490358993617,0.107726956361469,0.107606137512754,0.0878569455237043
"gene_1433",0.0866544547262765,0.106073042683506,0.10607390762043,0.0865949796852956
"gene_1434",0.1412311368594,0.171996277532217,0.174069286691352,0.141200355061173
"gene_1435",0.196846670770936,0.243223526237586,0.241217019299255,0.197841432590603
"gene_1436",0.108320546160648,0.13201164784811,0.132835333296867,0.107980837080433
"gene_1437",0.0919494026432625,0.111703137019967,0.112168324895807,0.0913544169499856
"gene_1438",0.109218014628239,0.133634758664697,0.133910330223509,0.109248769609387
"gene_1439",0.134051900589193,0.163631569301879,0.165261354817647,0.134323684432992
"gene_1440",0.0940839401808031,0.115716191980374,0.116244888730458,0.0948822174476204
"gene_1441",0.0956801992673597,0.11748876596911,0.116906362738827,0.0956120432071785
"gene_1442",0.253748851678801,0.309345886194248,0.310847986816886,0.253143263562478
"gene_1443",0.297690043014978,0.367205195161288,0.367430922193933,0.300775876127971
"gene_1444",0.107328754786923,0.131307758293948,0.131585736141117,0.107306247246271
"gene_1445",0.214674792652101,0.257569630138027,0.261393666461382,0.210724044024334
"gene_1446",0.090431802383506,0.110679937404661,0.110749680643979,0.0903896403542707
"gene_1447",0.0861017134231638,0.105381046672684,0.105558898565139,0.086146433708939
"gene_1448",0.157085254891415,0.190255096108131,0.193801839367447,0.156751478051999
"gene_1449",0.086571559048938,0.10602182255688,0.106041793877592,0.0865696933043023
"gene_1450",0.152771564501974,0.1865343623508,0.187816616500791,0.152864751353522
"gene_1451",0.0756603822352111,0.0925254675566168,0.092623182968961,0.075538770159086
"gene_1452",0.0946276528139468,0.115596455613099,0.115757221106565,0.094409810458281
"gene_1453",0.0860180202372848,0.105516133626526,0.105322278369595,0.0860409531208082
"gene_1454",0.135812001758042,0.165954053163605,0.166444894076408,0.135719839400723
"gene_1455",0.100189508540887,0.122574206900003,0.123039910939634,0.100329133422989
"gene_1456",0.109506658677678,0.13400375705537,0.133919359959121,0.109361194162639
"gene_1457",0.135742309179724,0.166023103032667,0.166441847089792,0.135723170056813
"gene_1458",0.135546731917529,0.166366490133719,0.165893332958028,0.135597713599384
"gene_1459",0.119768688185397,0.146281312791322,0.146050166013486,0.119269668039998
"gene_1460",0.0955087254899435,0.117360098176077,0.116592235355234,0.0955150272489864
"gene_1461",0.119024260882001,0.144206256653359,0.143346437215633,0.117409883892416
"gene_1462",0.101266684848753,0.12426039492528,0.124247293390096,0.101492794920061
"gene_1463",0.0783798943396302,0.0959822972065103,0.0959927232092784,0.0783725370173322
"gene_1464",0.0888013687044325,0.108755822771223,0.108752863201684,0.0887964982670671
"gene_1465",0.0826107671600254,0.101156108248534,0.101198886842764,0.0826169553529926
"gene_1466",0.08917307046692,0.109048770013553,0.109255501012751,0.0891072221901038
"gene_1467",0.0773482109061458,0.0943912785705979,0.0950362231894426,0.0773162497948577
"gene_1468",0.309784573046781,0.376011565594368,0.37497681934788,0.306355019559327
"gene_1469",0.196487022906302,0.240675827977223,0.239237742808816,0.195772941088281
"gene_1470",0.123544233308267,0.151572095331105,0.151364222993548,0.123665186115884
"gene_1471",0.188853566076303,0.2301075309836,0.232318738176143,0.187798223197365
"gene_1472",0.10025269266346,0.122447538970019,0.122865143154399,0.100159480435333
"gene_1473",0.117666630041652,0.144724502408253,0.144414045580619,0.118140205316592
"gene_1474",0.167160838714959,0.202832203412987,0.202621766696436,0.165221295206719
"gene_1475",0.421751326465177,0.516888976607503,0.536921182615191,0.432574022759334
"gene_1476",0.291689018738367,0.354400024841105,0.360128665889499,0.291083343584167
"gene_1477",0.162255769521457,0.199201825842737,0.199183378075557,0.162872663783211
"gene_1478",0.0796708750169665,0.0975211120958643,0.0976195842011791,0.0796628812393976
"gene_1479",0.086633143726047,0.106011307408516,0.10612588286129,0.0866111337918206
"gene_1480",0.172310237127423,0.209636333174731,0.209878940789658,0.1710499656303
"gene_1481",0.0903836554570629,0.110655359365474,0.110746625888053,0.0903885879579295
"gene_1482",0.268946437235515,0.325424891295682,0.326740963499285,0.265093035267484
"gene_1483",0.113627623146331,0.139382093357123,0.139184466513702,0.113702669448282
"gene_1484",0.0894892317607786,0.109407023735648,0.109436031466314,0.0892662069471997
"gene_1485",0.18861962385933,0.230221619105166,0.231531219851685,0.188143369513861
"gene_1486",0.0835459555190082,0.102258233197214,0.102328491114876,0.0834926348050468
"gene_1487",0.288716210024648,0.347391453767944,0.355733813053947,0.286078360470273
"gene_1488",0.191160730247443,0.230220876324512,0.22673784551796,0.186212819852473
"gene_1489",0.117245010761491,0.143494627917358,0.144177835310451,0.117476993505284
"gene_1490",0.0882636898728822,0.108052018681927,0.108136753713731,0.088258766425145
"gene_1491",0.093526306366062,0.114478072537025,0.114533904869698,0.0934526144666551
"gene_1492",0.0903666624741592,0.110169690406079,0.110942055594452,0.0902197804139905
"gene_1493",0.0948336763833419,0.116109543754986,0.11613386736388,0.094798322310247
"gene_1494",0.112028796402948,0.136571470351199,0.137143912712313,0.111577168387263
"gene_1495",0.204545069761894,0.247717305935272,0.24785205504492,0.20229568267449
"gene_1496",0.157025191440909,0.191180852965409,0.193079928213699,0.156629038142784
"gene_1497",0.103798036011613,0.12726272304277,0.127012080078468,0.103723334431565
"gene_1498",0.373453409193898,0.461432783606417,0.46347729210308,0.378945463068197
"gene_1499",0.0822864824275999,0.100720726451951,0.100633874521595,0.0821823187024278
